,context,next_token,metric_value
3643,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3644,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3645,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3646,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
3647,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
3648,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3649,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3650,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3651,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3652,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3653,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3654,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3655,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3656,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3657,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
3658,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3659,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3660,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3661,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3662,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3663,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3664,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3665,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3666,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3667,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
3668,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3669,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3670,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3671,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3672,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
3673,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3674,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3675,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
3676,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
3677,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
3678,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3679,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3680,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3681,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
3682,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
3683,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3684,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3685,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3686,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3687,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3688,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3689,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3690,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3691,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3692,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
3693,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3694,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3695,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3696,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3697,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3698,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3699,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3700,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3701,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3702,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
3703,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3704,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3705,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3706,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3707,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
3708,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3709,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3710,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
3711,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
3712,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
3713,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3714,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3715,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3716,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
3717,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
3718,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3719,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3720,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3721,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3722,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3723,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3724,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3725,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3726,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3727,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
3728,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3729,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3730,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3731,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3732,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3733,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3734,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3735,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3736,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3737,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
3738,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3739,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3740,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3741,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3742,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
3743,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3744,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3745,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
3746,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
3747,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
3748,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3749,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3750,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3751,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
3752,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
3753,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3754,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3755,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3756,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3757,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3758,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3759,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3760,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3761,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3762,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
3763,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3764,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3765,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3766,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3767,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3768,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3769,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3770,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3771,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3772,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
3773,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3774,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3775,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3776,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3777,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
3778,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3779,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3780,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
3781,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
3782,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
3783,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3784,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3785,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3786,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
3787,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
3788,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3789,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3790,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3791,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3792,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3793,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3794,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3795,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3796,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3797,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
3798,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3799,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3800,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3801,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3802,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3803,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3804,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3805,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3806,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3807,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
3808,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3809,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3810,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3811,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3812,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
3813,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3814,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3815,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
3816,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
3817,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
3818,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3819,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3820,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3821,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
3822,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
3823,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3824,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3825,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3826,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3827,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3828,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3829,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3830,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3831,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3832,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
3833,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3834,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3835,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3836,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3837,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3838,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3839,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3840,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3841,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3842,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
3843,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3844,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3845,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3846,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3847,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
3848,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3849,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3850,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
3851,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
3852,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
3853,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3854,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3855,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3856,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
3857,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
3858,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3859,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3860,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3861,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3862,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3863,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3864,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3865,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3866,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3867,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
3868,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3869,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3870,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3871,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3872,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3873,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3874,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3875,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3876,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3877,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
3878,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3879,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3880,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3881,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3882,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
3883,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3884,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3885,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
3886,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
3887,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
3888,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3889,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3890,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3891,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
3892,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
3893,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3894,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3895,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3896,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3897,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3898,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3899,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3900,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3901,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3902,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
3903,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3904,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3905,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3906,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3907,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3908,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3909,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3910,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3911,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3912,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
3913,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3914,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3915,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3916,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3917,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
3918,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3919,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3920,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
3921,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
3922,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
3923,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3924,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3925,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3926,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
3927,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
3928,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3929,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3930,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3931,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3932,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3933,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3934,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3935,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3936,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3937,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
3938,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3939,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3940,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3941,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3942,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3943,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3944,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3945,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3946,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3947,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
3948,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3949,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3950,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3951,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3952,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
3953,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3954,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3955,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
3956,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
3957,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
3958,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3959,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3960,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3961,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
3962,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
3963,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3964,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3965,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3966,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3967,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3968,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3969,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3970,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3971,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3972,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
3973,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3974,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3975,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3976,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3977,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
3978,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3979,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3980,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3981,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3982,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
3983,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3984,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3985,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
3986,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
3987,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
3988,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
3989,"['assistant', 'Ċ', '<']",['assistant'],-0.0
3990,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
